,latitude,longitude,address,position,pm2.5,long_wgs84,lat_wgs84,E_utm,N_utm,geometry
49,50.8615,4.351143,WILLEBROECK/WILLEBROEK - QUAI DE WILLEBROECK/WILLEBROEKKAAI 22 BIS,"50.8615, 4.351143",69.987682799,4.351143,50.8615,5245607.3007,10120430.0994,POINT (4.351143 50.8615)
171,50.854789,4.312201,PISCINE LOUIS NAMECHE ZWEMBAD - RUE CHARLES MALISSTRAAT / PARKING PISCINE / ZWEMBAD PARKING,"50.854789, 4.312201",72.4972913777,4.312201,50.854789,5246673.62715,10116930.2386,POINT (4.312201 50.854789)
3,50.853203,4.341823,PORTE DE FLANDRE/VLAAMSEPOORT - BLD DE NIEUPORT/NIEUWPOORTLAAN 1,"50.853203, 4.341823",76.4636465651,4.341823,50.853203,5246820.65099,10119621.5195,POINT (4.341823 50.85320300000001)
114,50.820391,4.385358,SAISONS/JAARGETIJDEN  -  AVENUE DES SAISONS 2 / JAARGETIJDENLAAN 2,"50.820391, 4.385358",75.9255085876,4.385358,50.820391,5251398.3131,10123713.1701,POINT (4.385358 50.820391)
314,50.812325,4.427962,HERRMANN DEBROUX - AV HERRMANN DEBROUXLAAN,"50.812325, 4.427962",70.0731934033,4.427962,50.812325,5252431.38263,10127615.5772,POINT (4.427962 50.812325)
307,50.881889,4.347448,KAREL BOGAERT - BD EMILE BOCKSTAEL / EMILE BOCKSTAELLAAN 307,"50.881889, 4.347448",55.6011034257,4.347448,50.881889,5242699.13751,10120007.0011,POINT (4.347448 50.881889)
289,50.801594,4.340061,SQUARE GEORGES MARLOWSQUARE - SQUARE MARLOW FACE 3-4-5 / MARLOWSQUARE VOOR 3-4-5,"50.801594, 4.340061",74.9648619104,4.340061,50.801594,5254216.94937,10119684.4754,POINT (4.340061 50.801594)
75,50.825888,4.340388,GENERAL BARON/GENERAAL BARON - AV DU PARC / PARKLAAN 51 - 55,"50.825888, 4.340388",67.5158540742,4.340388,50.825888,5250735.98577,10119609.2952,POINT (4.340388 50.825888)
115,50.817775,4.384971,PETITE SUISSE / KLEIN ZWITSERLAND - PLACE DE LA PETITE SUISSE (FACE 16-18) / KLEIN ZWITSERLANDPLEIN (TEGENOVER 16 - 18),"50.817775, 4.384971",67.269211196,4.384971,50.817775,5251774.09948,10123689.7241,POINT (4.384971 50.817775)
158,50.867955,4.379577,VAN YSENDIJCK - AVENUE VOLTAIRE (FACE 6) / VOLTAIRELAAN (TEGENOVER 6),"50.867955, 4.379577",78.4049566324,4.379577,50.867955,5244604.30286,10122977.5302,POINT (4.379577 50.867955)
94,50.849215,4.329184,DUCHESSE DE BRABANT/HERTOGIN VAN BRABANT - RUE DE BIRMINGHAM / BIRMINGHAMSTRAAT,"50.849215, 4.329184",64.8311243828,4.329184,50.849215,5247426.00469,10118493.1331,POINT (4.329184 50.849215)
54,50.863445,4.34635,FERMÉE - AGRANDISSEMENT STATION - TOUR ET TAXIS/THURN &TAXIS - RUE PICARD/ PICARDSTRAAT 3,"50.863445, 4.34635",74.147655439,4.34635,50.863445,5245342.03211,10119987.4337,POINT (4.34635 50.863445)
70,50.818113,4.371446,AURORE/DAGERAAD - AVENUE LOUISE/LOUIZALAAN 440,"50.818113, 4.371446",48.0776009139,4.371446,50.818113,5251763.70927,10122461.0052,POINT (4.371446 50.818113)
45,50.83308,4.35743,STEPHANIE/STEFANIA - AV LOUISE/LOUIZALAAN 61A-63-65,"50.83308, 4.35743",93.700298358,4.35743,50.83308,5249659.11366,10121123.8183,POINT (4.35743 50.83308)
136,50.869809,4.371808,PAVILLON/PAVILJOEN - PLACE PAVILLON /PAVILJOENPLAATS 92-94-96,"50.869809, 4.371808",69.9193069262,4.371808,50.869809,5244360.67998,10122265.6633,POINT (4.371808 50.869809)
285,50.813469,4.338951,COGHEN - AV COGHEN 1 A 5 / COGHENSTRAAT 1 TOT 5,"50.813469, 4.338951",73.4667275837,4.338951,50.813469,5252518.76443,10119532.4805,POINT (4.338951 50.813469)
104,50.833304,4.366611,FERNAND COCQ - PLACE FERNAND COCQ (FACE AU 19-23) / FERNAND COCQPLEIN (TEGENOVER 19 - 23) (FERMÉE),"50.833304, 4.366611",63.2281196023,4.366611,50.833304,5249601.54687,10121955.4561,POINT (4.366611 50.833304)
270,50.859127,4.414406,DE PADUWA - AVENUE DES ANCIENS COMBATTANTS / OUD-STRIJDERSLAAN 1,"50.859127, 4.414406",81.7872288969,4.414406,50.859127,5245768.92695,10126172.3085,POINT (4.414406 50.859127)
267,50.86171,4.403147,GENEVE - RUE DE GENEVE /  GENEVESTRAT 12,"50.86171, 4.403147",68.9933087846,4.403147,50.86171,5245431.46795,10125140.5648,POINT (4.403147 50.86171)
348,50.831078,4.398546,HANSEN-SOULIE - AVENUE HANSEN-SOULIE 42,"50.831078, 4.398546",77.5834136331,4.398546,50.831078,5249830.32194,10124861.5748,POINT (4.398546 50.831078)
144,50.85778,4.368144,SAINTE MARIE/SINTE-MARIA - RUE ROYALE/ KONINGSSTRAAT 257 - 259,"50.85778, 4.368144",73.1846690552,4.368144,50.85778,5246092.77871,10121986.7365,POINT (4.368144 50.85778)
229,50.813587,4.324681,ZAMAN FOREST NATIONAL/ZAMAN VORST NATIONAAL - AV VAN VOLXEM 2 / VAN VOLXEMLAAN 2,"50.813587, 4.324681",72.5318286267,4.324681,50.813587,5252540.63773,10118236.8962,POINT (4.324681 50.813587)
312,50.816948,4.426551,CENTRE CULTUREL / CULTUREEL CENTRUM - BD DU SOUVERAIN FACE 282 / VORSTLAAN VOOR 282,"50.816948, 4.426551",65.9800547207,4.426551,50.816948,5251773.31959,10127466.2909,POINT (4.426551 50.816948)
340,50.843617,4.425324,AVENUE PAUL HYMANSLAAN,"50.843617, 4.425324",60.5281564647,4.425324,50.843617,5247957.80127,10127232.605,POINT (4.425324 50.843617)
63,50.834705,4.421643,JULES CESAR - AVENUE DE TERVUREN DEVANT / TERVURENLAAN VOOR 278,"50.834705, 4.421643",63.4177057512,4.421643,50.834705,5249244.55011,10126939.6918,POINT (4.421643 50.83470500000001)
292,50.797739,4.336083,FERMÉE - TRAVAUX DE VOIRIE - RITTWEGER - RUE RITTWEGER 6-8 / RITTWEGERSTRAAT 6-8,"50.797739, 4.336083",56.6755719106,4.336083,50.797739,5254780.14806,10119339.8941,POINT (4.336083 50.797739)
156,50.847158,4.393255,JAMBLINE DE MEUX - PLACE JAMBLINNE DE MEUX / JAMBLINNE DE MEUXPLEIN 43 - 44 - 45,"50.847158, 4.393255",65.5125120438,4.393255,50.847158,5247542.87929,10124309.6205,POINT (4.393255 50.847158)
284,50.873085,4.35859,CLAESSENS - RUE CLAESSENS FACE 7 / CLAESSENSSTRAAT VOOR 7,"50.873085, 4.35859",76.2765884656,4.35859,50.873085,5243928.49924,10121054.1792,POINT (4.35859 50.873085)
51,50.835699,4.338826,MIDI FONSNY/ZUID FONSNY - RUE D'ANGLETERRE / ENGELANDSTRAAT,"50.835699, 4.338826",74.8130423798,4.338826,50.835699,5249335.17719,10119425.317,POINT (4.338826 50.835699)
309,50.87521,4.317954,FERMÉE - TRAVAUX DE VOIRIE - SQUARE DU CENTENAIRE / EEUWFEESTSQUARE- SQUARE DU CENTENAIRE,"50.87521, 4.317954",77.239678011,4.317954,50.87521,5243734.9775,10117365.0456,POINT (4.317954 50.87521000000001)
175,50.854166,4.322948,BEEKANT - BOULEVARD EDMOND MACHTENS / EDMOND MACHTENSLAAN,"50.854166, 4.322948",80.1331186482,4.322948,50.854166,5246733.98901,10117906.824,POINT (4.322948 50.854166)
50,50.860862,4.339182,RIBAUCOURT - BLD LEOPOLD II / LEOPOLD II-LAAN 121-123,"50.860862, 4.339182",82.4871563716,4.339182,50.860862,5245731.38273,10119349.1818,POINT (4.339182 50.860862)
347,50.81482,4.26534,ERASME - ROUTE DE LENNIK N°808,"50.81482, 4.26534",63.2419379088,4.26534,50.81482,5252520.79985,10112846.1896,POINT (4.26534 50.81482)
164,50.867643,4.385817,KENNIS - BOULEVARD LAMBERMONT (20 M APRES 284)/LAMBERMONTLAAN   (20 M NA N° 284),"50.867643, 4.385817",81.2891103011,4.385817,50.867643,5244631.40451,10123544.1142,POINT (4.385817 50.867643)
206,50.834755,4.305962,SAINT GUIDON / SINT GUIDO - AV PAUL JANSON (FACE AU 34-28) / PAUL JANSONLAAN (TEGENOVER 34-28),"50.834755, 4.305962",70.9168956959,4.305962,50.834755,5249558.9422,10116449.0204,POINT (4.305962 50.834755)
14,50.839024,4.362168,PORTE DE NAMUR/NAAMSEPOORT - BLD DU REGENT /REGENTLAAN 1,"50.839024, 4.362168",70.154086959,4.362168,50.839024,5248794.79676,10121527.4488,POINT (4.362168 50.839024)
190,50.867904,4.390696,TERDELT - PLACE TERDELT / TERDELTPLEIN,"50.867904, 4.390696",81.7315242677,4.390696,50.867904,5244580.26427,10123984.8694,POINT (4.390696 50.867904)
210,50.827873,4.288707,MARIUS RENARD - AV CHARLES DE TOLLENAERE (FACE 60) - CHARLES DE TOLLENAERELAAN (TEGENOVER 60),"50.827873, 4.288707",62.9668989318,4.288707,50.827873,5250590.20866,10114912.7148,POINT (4.288707 50.827873)
287,50.809334,4.345243,FLOREAL - AV BRUGMANN 359 / BRUGMANNLAAN 359,"50.809334, 4.345243",84.1459358039,4.345243,50.809334,5253093.88226,10120121.4238,POINT (4.345243 50.809334)
118,50.864622,4.297878,SCHWEITZER - PLACE DOCTEUR SCHWEITZER,"50.864622, 4.297878",66.710135421,4.297878,50.864622,5245303.97519,10115591.1704,POINT (4.297878 50.864622)
140,50.862704,4.381289,AZALEES / AZALEA -   AVENUE PAUL DESCHANEL/LAAN FACE/TEGENOVER N°  6-8,"50.862704, 4.381289",73.9066280355,4.381289,50.862704,5245351.12046,10123155.9208,POINT (4.381289 50.862704)
87,50.871391,4.323914,MIROIR/SPIEGEL - AVENUE DE LAEKEN (FACE 36) / LAKENSE LAAN (TEGENOVER 36),"50.871391, 4.323914",71.1340580299,4.323914,50.871391,5244265.58285,10117921.0268,POINT (4.323914 50.871391)
315,50.810322,4.435789,SACRE COEUR AUDERGHEM / HEILIGE HART OUDERGHEM - SQUARE DU SACREE CŒUR / HEILIG-HARTSQUARE,"50.810322, 4.435789",76.7783417243,4.435789,50.810322,5252695.42492,10128335.1418,POINT (4.435789 50.810322)
322,50.889523,4.315953,PARC DU ROI BAUDOUIN / BOUDEWIJNPARK - RUE JEAN BAPTISTE MOYENSSTRAAT 400,"50.889523, 4.315953",66.6600238788,4.315953,50.889523,5241691.93794,10117123.2953,POINT (4.315953 50.889523)
44,50.841707,4.370986,CHARLEMAGNE/KAREL DE GROTE - RUE DE LA SCIENCE/WETENSCHAPSSTRAAT 11,"50.841707, 4.370986",61.4008508903,4.370986,50.841707,5248386.06028,10122315.1425,POINT (4.370986 50.841707)
82,50.873012,4.341687,PANNENHUIS - RUE CHARLES DEMEER/CHARLES DEMEERSTRAAT  71,"50.873012, 4.341687",76.0527870076,4.341687,50.873012,5243985.37362,10119523.7202,POINT (4.341687 50.873012)
202,50.839554,4.312311,AUMALE - RUE D'AUMALE / AUMALESTRAAT 339-341,"50.839554, 4.312311",55.6059862308,4.312311,50.839554,5248854.75952,10117004.5354,POINT (4.312311 50.839554)
212,50.827106,4.2925,THEO LAMBERT - BD THEO LAMBERT (FACE 60) / THEO LAMBERT LAAN (TEGENOVER 60),"50.827106, 4.2925",73.9549985055,4.2925,50.827106,5250690.08259,10115259.9792,POINT (4.2925 50.827106)
123,50.817507,4.366498,BASCULE -  CHAUSSEE DE VLEURGAT (DEVANT 215 - 217) / VLEURGATSESTEENWEG  (N° 215 - 217),"50.817507, 4.366498",83.8734698308,4.366498,50.817507,5251864.32767,10122014.7034,POINT (4.366498 50.81750700000001)
351,50.813724,4.384205,ULB - AV BUYL CROISEMENT AV DE L'UNIVERSITE (DEVANT L'ULB),"50.813724, 4.384205",61.6608872979,4.384205,50.813724,5252356.52025,10123638.2765,POINT (4.384205 50.813724)
195,50.8377,4.288726,WESTLAND SHOPPING - BD SYLVAIN DUPUIS 265 / SYLVAIN DUPUIS LAAN 265,"50.8377, 4.288726",80.6914290024,4.288726,50.8377,5249182.76581,10114873.6736,POINT (4.288726 50.8377)
338,50.851073,4.452706,"UCL - AVENUE E.MOUNIER,40","50.851073, 4.452706",71.9389676372,4.452706,50.851073,5246810.09061,10129679.9105,POINT (4.452706 50.851073)
217,50.824913,4.297248,BIZET - PLACE BIZET (face 11 a 19) / BIZETPLEIN (TEGENOVER 11 tot 19),"50.824913, 4.297248",75.1399918203,4.297248,50.824913,5250991.64851,10115699.8517,POINT (4.297248 50.82491300000001)
170,50.87453,4.385378,RIGA - SQUARE FRANCOIS RIGA / FRANCOIS RIGASQUARE,"50.87453, 4.385378",67.7211347677,4.385378,50.87453,5243646.92211,10123473.6743,POINT (4.385378 50.87453)
187,50.826603,4.397117,ARSENAL/ARSENAAL - BOULEVARD LOUIS SCHMIDT/ LOUIS SCHMIDTLAAN 2,"50.826603, 4.397117",88.7480163458,4.397117,50.826603,5250475.25915,10124752.0998,POINT (4.397117 50.82660300000001)
232,50.810875,4.329158,DOMAINE / DOMEIN - AV DU DOMAINE (FACE 150) / DOMEINELAAN (VOOR 150),"50.810875, 4.329158",79.9585255857,4.329158,50.810875,5252917.01789,10118654.8181,POINT (4.329158 50.81087500000001)
142,50.857319,4.386724,BIENFAITEURS/WELDOENERS - AVENUE ROGIER / ROGIERLAAN 269/271,"50.857319, 4.386724",80.4903853552,4.386724,50.857319,5246106.67074,10123672.3091,POINT (4.386724 50.857319)
248,50.795704,4.373631,PRINCE DE LIGNE / PRINCE LIJN - CHEE DE WATERLOO FACE 1170 / WATERLOOSESTEENWEG VOOR 1170,"50.795704, 4.373631",62.1369312726,4.373631,50.795704,5254967.84154,10122758.414,POINT (4.373631 50.795704)
192,50.851562,4.332924,"AUBERGE DE JEUNESSE - RUE DELAUNOY/STRAAT ,67","50.851562, 4.332924",74.2513194068,4.332924,50.851562,5247079.83135,10118822.0644,POINT (4.332924 50.851562)
300,50.801434,4.392831,GARE DE BOONDAELSTATION - AV DE LA FORET 23 / VORSTLAAN 23,"50.801434, 4.392831",65.854832127,4.392831,50.801434,5254092.66458,10124476.219,POINT (4.392831 50.801434)
112,50.821567,4.356508,PAGE-EDELKNAAP  -  CHAUSSEE DE WATERLOO/  WATERLOOSE STEENWEG 440 - 442,"50.821567, 4.356508",72.9389813864,4.356508,50.821567,5251310.54186,10121090.4779,POINT (4.356508 50.821567)
283,50.893158,4.376931,PISCINE / ZWEMBAD - RUE DE LOMBARTZYDE / LOMBARDSIJDESTRAAT,"50.893158, 4.376931",49.5888810612,4.376931,50.893158,5241004.92232,10122626.317,POINT (4.376931 50.893158)
204,50.837326,4.293932,DUPUIS - BD SYLVAIN DUPUIS / SYLVAIN DUPUISLAAN 209-211-213,"50.837326, 4.293932",62.051770852,4.293932,50.837326,5249222.62467,10115347.3161,POINT (4.293932 50.837326)
208,50.832565,4.294311,MELBA - AV NELLIE MELBA (FACE 1 a 9) / NELLIE MELBALAAN (TEGENOVER 1 tot 9),"50.832565, 4.294311",72.1587172494,4.294311,50.832565,5249903.45701,10115401.5186,POINT (4.294311 50.832565)
100,50.838411,4.37302,GARE DE LUXEMBOURG/LUXEMBURGSTATION - RUE DE TREVES / TRIERSTRAAT,"50.838411, 4.37302",64.1335131941,4.37302,50.838411,5248852.33247,10122514.1105,POINT (4.37302 50.838411)
37,50.83795,4.353019,POELAERT - PLACE POELAERT/POELAERTPLEIN 3,"50.83795, 4.353019",64.669227351,4.353019,50.83795,5248973.90031,10120702.5756,POINT (4.353019 50.83795)
71,50.815019,4.371982,LEGRAND - AV LOUISE/LOUIZALAAN 525,"50.815019, 4.371982",67.2092026481,4.371982,50.815019,5252205.38825,10122523.3096,POINT (4.371982 50.815019)
120,50.832872,4.37483,BLYCKAERTS - PLACE RAYMOND BLYCKAERTS/RAYMOND BLYCKAERTSPLEIN,"50.832872, 4.37483",61.3202421257,4.37483,50.832872,5249640.448,10122702.7351,POINT (4.37483 50.832872)
331,50.842319,4.406295,GEORGES HENRI - AV GEORGES HENRI,"50.842319, 4.406295",71.5851554384,4.406295,50.842319,5248198.53466,10125513.4775,POINT (4.406295 50.842319)
185,50.835797,4.401599,PERE DE DEKEN/PATER DE DEKEN - RUE PÈRE DE DEKEN/ PATER DE DEKENSTRAAT 40,"50.835797, 4.401599",54.7699059658,4.401599,50.835797,5249145.84625,10125117.1721,POINT (4.401599 50.835797)
334,50.855593,4.439625,MARCEL THIRY - AV MARCEL THIRY FACE 23,"50.855593, 4.439625",65.42609246,4.439625,50.855593,5246201.55191,10128473.521,POINT (4.439625 50.855593)
214,50.816002,4.295121,CAMPUS CERIA / CAMPUS VAN CERIA - AV EMILE GRYSON (FACE 6 a 10) / EMILE GRYSONLAAN (TEGENOVER 6 tot 10),"50.816002, 4.295121",64.0516170237,4.295121,50.816002,5252273.68854,10115544.0477,POINT (4.295121 50.816002)
101,50.869204,4.291663,ZELLIK - CHAUSSEE DE ZELLIK 4,"50.869204, 4.291663",67.6554981801,4.291663,50.869204,5244664.44598,10115009.0956,POINT (4.291663 50.869204)
59,50.849681,4.375312,PLACE ST-JOSSE/ST-JOOSTPLEIN  -  RUE WILLEMS (FACE 5 - 11) / WILLEMSSTRAAT (TEGENOVER 5 - 11),"50.849681, 4.375312",72.3674245333,4.375312,50.849681,5247232.24327,10122672.0567,POINT (4.375312 50.849681)
17,50.855358,4.339465,COMTE DE FLANDRE/GRAAF VAN VLAANDEREN - RUE SAINTE-MARIE / SINT-MARIASTRAAT,"50.855358, 4.339465",65.7226614057,4.339465,50.855358,5246518.56258,10119398.5356,POINT (4.339465 50.855358)
242,50.803791,4.333321,MAISON COMMUNALE D'UCCLE/UKKEL GEMEENTEHUIS - PLACE JEAN VANDER ELST / JEAN VANDER ELST PLEIN,"50.803791, 4.333321",70.5791503184,4.333321,50.803791,5253920.57566,10119063.0919,POINT (4.333321 50.803791)
173,50.864656,4.394448,BICHON - PLACE BICHON / BICHONPLEIN,"50.864656, 4.394448",65.8663886407,4.394448,50.864656,5245034.53825,10124339.2717,POINT (4.394448 50.864656)
165,50.879668,4.33425,CIMETIERE DE JETTE / KERKHOF JETTE - BLD DE SMET DE NAEYER (FACE AU 322)/ DE SMET DE NAEYERSTRAAT (TEGENOVER 322),"50.879668, 4.33425",60.251589968,4.33425,50.879668,5243052.98161,10118821.6487,POINT (4.33425 50.879668)
215,50.836864,4.317321,CUREGHEM / KUREGEM - AV RAYMOND VANDER BRUGGEN / VANDEN BRUGGENLAAN,"50.836864, 4.317321",60.8126910815,4.317321,50.836864,5249226.55086,10117470.2117,POINT (4.317321 50.836864)
360,50.84157,4.46577,"STOCKEL/STOKKEL - AVENUE D'OPHEMLAAN, 1-3","50.84157, 4.46577",85.1274876709,4.46577,50.84157,5248131.77095,10130908.6261,POINT (4.46577 50.84157)
352,50.814264,4.443479,ROUGE-CLOÎTRE - RUE DU ROUGE-CLOÎTRE (PARKING CENTRE D'ART) / ROOD-KLOOSTERSTRAAT (PARKING KUNSTENCENTRUM),"50.814264, 4.443479",64.1130886905,4.443479,50.814264,5252108.1966,10129014.7313,POINT (4.443479 50.814264)
160,50.877501,4.380315,ELISA - PLACE PRINCESSE ELISABETH / PRINSES ELISABETHPLEIN 8 - 19,"50.877501, 4.380315",65.7374033112,4.380315,50.877501,5243235.95851,10123002.0119,POINT (4.380315 50.877501)
132,50.816338,4.433895,DEUX CHAUSSEES - CHEE DE TERVURENLAAN FACE/TEGENOVER 93A,"50.816338, 4.433895",71.5370459877,4.433895,50.816338,5251839.26362,10128135.4696,POINT (4.433895000000001 50.816338)
222,50.817162,4.280012,MERCKX - ROUTE DE LENNIK / LENNIKSEBAAN,"50.817162, 4.280012",78.9897554476,4.280012,50.817162,5252147.2069,10114168.1086,POINT (4.280012 50.817162)
77,50.827399,4.355281,PAUL JANSON - CHAUSSEE DE CHARLEROI/ CHARLEROISESTEENWEG 159,"50.827399, 4.355281",67.6222090507,4.355281,50.827399,5250478.64892,10120953.7087,POINT (4.355281 50.827399)
91,50.867773,4.335217,BELGICA - PLACE WERRIE/ WERRIEPLEIN 24,"50.867773, 4.335217",60.9452905171,4.335217,50.867773,5244752.87953,10118960.2667,POINT (4.335217 50.867773)
10,50.841345,4.351729,CHAPELLE/KAPEL - PLACE DE LA CHAPELLE/KAPELLEPLEIN,"50.841345, 4.351729",69.3739588173,4.351729,50.841345,5248491.30885,10120570.8366,POINT (4.351729 50.841345)
364,50.880887,4.374248,DOCKS BRUXSEL - AVENUE JULES VAN PRAETLAAN,"50.880887, 4.374248",80.5187830018,4.374248,50.880887,5242768.3723,10122437.7132,POINT (4.374248 50.88088700000001)
